,PowerCapacity,Type,Unit,Zone,Technology,Fuel,JRC_id,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost,NoLoadCost,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,RampUpMax,RampDownMax,RampStartUpMaximum,RampShutDownMaximum,CO2Intensity,CHPType,CHPPowerToHeat,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency
0,1690.0,Hydro Pumped Storage,GRAND MAISON,FR,HPHS,WAT,0.0,0.86,0.0,0.0,0.177514792899,0.177514792899,0.0,0.0,0.0,0.0,0.86,0.3,18000.0,18000.0,5633.33333333,5633.33333333,0.0,,,0.0,0.0,0.0,0.86
1,1500.0,Nuclear,CHOOZ 1,FR,STUR,NUC,0.0,0.405,24.0,24.0,0.00228666666667,0.00228666666667,200000.0,0.0,0.0,0.9,0.405,72.0,205.8,205.8,20.8333333333,20.8333333333,0.0,,,,,,
2,1500.0,Nuclear,CHOOZ 2,FR,STUR,NUC,0.0,0.405,24.0,24.0,0.00228666666667,0.00228666666667,200000.0,0.0,0.0,0.9,0.405,72.0,205.8,205.8,20.8333333333,20.8333333333,0.0,,,,,,
3,1495.0,Nuclear,CIVAUX 2,FR,STUR,NUC,0.0,0.405,24.0,24.0,0.00229431438127,0.00229431438127,200000.0,0.0,0.0,0.9,0.405,72.0,205.8,205.8,20.7638888889,20.7638888889,0.0,,,,,,
4,1495.0,Nuclear,CIVAUX 1,FR,STUR,NUC,0.0,0.405,24.0,24.0,0.00229431438127,0.00229431438127,200000.0,0.0,0.0,0.9,0.405,72.0,205.8,205.8,20.7638888889,20.7638888889,0.0,,,,,,
5,1335.0,Nuclear,ST ALBAN 2,FR,STUR,NUC,0.0,0.405,24.0,24.0,0.00256928838951,0.00256928838951,200000.0,0.0,0.0,0.9,0.405,72.0,205.8,205.8,18.5416666667,18.5416666667,0.0,,,,,,
6,1335.0,Nuclear,ST ALBAN 1,FR,STUR,NUC,0.0,0.405,24.0,24.0,0.00256928838951,0.00256928838951,200000.0,0.0,0.0,0.9,0.405,72.0,205.8,205.8,18.5416666667,18.5416666667,0.0,,,,,,
7,1330.0,Nuclear,PENLY 2,FR,STUR,NUC,0.0,0.405,24.0,24.0,0.00257894736842,0.00257894736842,200000.0,0.0,0.0,0.9,0.405,72.0,205.8,205.8,18.4722222222,18.4722222222,0.0,,,,,,
8,1330.0,Nuclear,PENLY 1,FR,STUR,NUC,0.0,0.405,24.0,24.0,0.00257894736842,0.00257894736842,200000.0,0.0,0.0,0.9,0.405,72.0,205.8,205.8,18.4722222222,18.4722222222,0.0,,,,,,
9,1330.0,Nuclear,FLAMANVILLE 2,FR,STUR,NUC,0.0,0.405,24.0,24.0,0.00257894736842,0.00257894736842,200000.0,0.0,0.0,0.9,0.405,72.0,205.8,205.8,18.4722222222,18.4722222222,0.0,,,,,,
10,1330.0,Nuclear,PALUEL 1,FR,STUR,NUC,0.0,0.405,24.0,24.0,0.00257894736842,0.00257894736842,200000.0,0.0,0.0,0.9,0.405,72.0,205.8,205.8,18.4722222222,18.4722222222,0.0,,,,,,
11,1330.0,Nuclear,FLAMANVILLE 1,FR,STUR,NUC,0.0,0.405,24.0,24.0,0.00257894736842,0.00257894736842,200000.0,0.0,0.0,0.9,0.405,72.0,205.8,205.8,18.4722222222,18.4722222222,0.0,,,,,,
12,1330.0,Nuclear,PALUEL 4,FR,STUR,NUC,0.0,0.405,24.0,24.0,0.00257894736842,0.00257894736842,200000.0,0.0,0.0,0.9,0.405,72.0,205.8,205.8,18.4722222222,18.4722222222,0.0,,,,,,
13,1330.0,Nuclear,PALUEL 2,FR,STUR,NUC,0.0,0.405,24.0,24.0,0.00257894736842,0.00257894736842,200000.0,0.0,0.0,0.9,0.405,72.0,205.8,205.8,18.4722222222,18.4722222222,0.0,,,,,,
14,1330.0,Nuclear,PALUEL 3,FR,STUR,NUC,0.0,0.405,24.0,24.0,0.00257894736842,0.00257894736842,200000.0,0.0,0.0,0.9,0.405,72.0,205.8,205.8,18.4722222222,18.4722222222,0.0,,,,,,
15,1310.0,Nuclear,GOLFECH 1,FR,STUR,NUC,0.0,0.405,24.0,24.0,0.00261832061069,0.00261832061069,200000.0,0.0,0.0,0.9,0.405,72.0,205.8,205.8,18.1944444444,18.1944444444,0.0,,,,,,
16,1310.0,Nuclear,BELLEVILLE 1,FR,STUR,NUC,0.0,0.405,24.0,24.0,0.00261832061069,0.00261832061069,200000.0,0.0,0.0,0.9,0.405,72.0,205.8,205.8,18.1944444444,18.1944444444,0.0,,,,,,
17,1310.0,Nuclear,NOGENT 1,FR,STUR,NUC,0.0,0.405,24.0,24.0,0.00261832061069,0.00261832061069,200000.0,0.0,0.0,0.9,0.405,72.0,205.8,205.8,18.1944444444,18.1944444444,0.0,,,,,,
18,1310.0,Nuclear,BELLEVILLE 2,FR,STUR,NUC,0.0,0.405,24.0,24.0,0.00261832061069,0.00261832061069,200000.0,0.0,0.0,0.9,0.405,72.0,205.8,205.8,18.1944444444,18.1944444444,0.0,,,,,,
19,1310.0,Nuclear,NOGENT 2,FR,STUR,NUC,0.0,0.405,24.0,24.0,0.00261832061069,0.00261832061069,200000.0,0.0,0.0,0.9,0.405,72.0,205.8,205.8,18.1944444444,18.1944444444,0.0,,,,,,
20,1310.0,Nuclear,GOLFECH 2,FR,STUR,NUC,0.0,0.405,24.0,24.0,0.00261832061069,0.00261832061069,200000.0,0.0,0.0,0.9,0.405,72.0,205.8,205.8,18.1944444444,18.1944444444,0.0,,,,,,
21,1300.0,Nuclear,CATTENOM 1,FR,STUR,NUC,0.0,0.405,24.0,24.0,0.00263846153846,0.00263846153846,200000.0,0.0,0.0,0.9,0.405,72.0,205.8,205.8,18.0555555556,18.0555555556,0.0,,,,,,
22,1300.0,Nuclear,CATTENOM 2,FR,STUR,NUC,0.0,0.405,24.0,24.0,0.00263846153846,0.00263846153846,200000.0,0.0,0.0,0.9,0.405,72.0,205.8,205.8,18.0555555556,18.0555555556,0.0,,,,,,
23,1300.0,Nuclear,CATTENOM 4,FR,STUR,NUC,0.0,0.405,24.0,24.0,0.00263846153846,0.00263846153846,200000.0,0.0,0.0,0.9,0.405,72.0,205.8,205.8,18.0555555556,18.0555555556,0.0,,,,,,
24,1300.0,Nuclear,CATTENOM 3,FR,STUR,NUC,0.0,0.405,24.0,24.0,0.00263846153846,0.00263846153846,200000.0,0.0,0.0,0.9,0.405,72.0,205.8,205.8,18.0555555556,18.0555555556,0.0,,,,,,
25,915.0,Nuclear,TRICASTIN 1,FR,STUR,NUC,0.0,0.405,24.0,24.0,0.00374863387978,0.00374863387978,200000.0,0.0,0.0,0.9,0.405,72.0,205.8,205.8,12.7083333333,12.7083333333,0.0,,,,,,
26,915.0,Nuclear,TRICASTIN 2,FR,STUR,NUC,0.0,0.405,24.0,24.0,0.00374863387978,0.00374863387978,200000.0,0.0,0.0,0.9,0.405,72.0,205.8,205.8,12.7083333333,12.7083333333,0.0,,,,,,
27,915.0,Nuclear,ST LAURENT 2,FR,STUR,NUC,0.0,0.405,24.0,24.0,0.00374863387978,0.00374863387978,200000.0,0.0,0.0,0.9,0.405,72.0,205.8,205.8,12.7083333333,12.7083333333,0.0,,,,,,
28,915.0,Nuclear,CRUAS 2,FR,STUR,NUC,0.0,0.405,24.0,24.0,0.00374863387978,0.00374863387978,200000.0,0.0,0.0,0.9,0.405,72.0,205.8,205.8,12.7083333333,12.7083333333,0.0,,,,,,
29,915.0,Nuclear,CRUAS 1,FR,STUR,NUC,0.0,0.405,24.0,24.0,0.00374863387978,0.00374863387978,200000.0,0.0,0.0,0.9,0.405,72.0,205.8,205.8,12.7083333333,12.7083333333,0.0,,,,,,
30,915.0,Nuclear,CRUAS 3,FR,STUR,NUC,0.0,0.405,24.0,24.0,0.00374863387978,0.00374863387978,200000.0,0.0,0.0,0.9,0.405,72.0,205.8,205.8,12.7083333333,12.7083333333,0.0,,,,,,
31,915.0,Nuclear,ST LAURENT 1,FR,STUR,NUC,0.0,0.405,24.0,24.0,0.00374863387978,0.00374863387978,200000.0,0.0,0.0,0.9,0.405,72.0,205.8,205.8,12.7083333333,12.7083333333,0.0,,,,,,
32,915.0,Nuclear,TRICASTIN 4,FR,STUR,NUC,0.0,0.405,24.0,24.0,0.00374863387978,0.00374863387978,200000.0,0.0,0.0,0.9,0.405,72.0,205.8,205.8,12.7083333333,12.7083333333,0.0,,,,,,
33,915.0,Nuclear,CRUAS 4,FR,STUR,NUC,0.0,0.405,24.0,24.0,0.00374863387978,0.00374863387978,200000.0,0.0,0.0,0.9,0.405,72.0,205.8,205.8,12.7083333333,12.7083333333,0.0,,,,,,
34,915.0,Nuclear,TRICASTIN 3,FR,STUR,NUC,0.0,0.405,24.0,24.0,0.00374863387978,0.00374863387978,200000.0,0.0,0.0,0.9,0.405,72.0,205.8,205.8,12.7083333333,12.7083333333,0.0,,,,,,
35,910.0,Hydro Pumped Storage,MONTEZIC,FR,HPHS,WAT,0.0,0.86,0.0,0.0,0.32967032967,0.32967032967,0.0,0.0,0.0,0.0,0.86,0.3,18000.0,18000.0,3033.33333333,3033.33333333,0.0,,,0.0,0.0,0.0,0.86
36,910.0,Nuclear,GRAVELINES 6,FR,STUR,NUC,0.0,0.405,24.0,24.0,0.00376923076923,0.00376923076923,200000.0,0.0,0.0,0.9,0.405,72.0,205.8,205.8,12.6388888889,12.6388888889,0.0,,,,,,
37,910.0,Nuclear,GRAVELINES 5,FR,STUR,NUC,0.0,0.405,24.0,24.0,0.00376923076923,0.00376923076923,200000.0,0.0,0.0,0.9,0.405,72.0,205.8,205.8,12.6388888889,12.6388888889,0.0,,,,,,
38,910.0,Nuclear,BLAYAIS 2,FR,STUR,NUC,0.0,0.405,24.0,24.0,0.00376923076923,0.00376923076923,200000.0,0.0,0.0,0.9,0.405,72.0,205.8,205.8,12.6388888889,12.6388888889,0.0,,,,,,
39,910.0,Nuclear,GRAVELINES 4,FR,STUR,NUC,0.0,0.405,24.0,24.0,0.00376923076923,0.00376923076923,200000.0,0.0,0.0,0.9,0.405,72.0,205.8,205.8,12.6388888889,12.6388888889,0.0,,,,,,
40,910.0,Nuclear,BUGEY 2,FR,STUR,NUC,0.0,0.405,24.0,24.0,0.00376923076923,0.00376923076923,200000.0,0.0,0.0,0.9,0.405,72.0,205.8,205.8,12.6388888889,12.6388888889,0.0,,,,,,
41,910.0,Nuclear,BLAYAIS 3,FR,STUR,NUC,0.0,0.405,24.0,24.0,0.00376923076923,0.00376923076923,200000.0,0.0,0.0,0.9,0.405,72.0,205.8,205.8,12.6388888889,12.6388888889,0.0,,,,,,
42,910.0,Nuclear,BLAYAIS 4,FR,STUR,NUC,0.0,0.405,24.0,24.0,0.00376923076923,0.00376923076923,200000.0,0.0,0.0,0.9,0.405,72.0,205.8,205.8,12.6388888889,12.6388888889,0.0,,,,,,
43,910.0,Nuclear,GRAVELINES 3,FR,STUR,NUC,0.0,0.405,24.0,24.0,0.00376923076923,0.00376923076923,200000.0,0.0,0.0,0.9,0.405,72.0,205.8,205.8,12.6388888889,12.6388888889,0.0,,,,,,
44,910.0,Nuclear,GRAVELINES 1,FR,STUR,NUC,0.0,0.405,24.0,24.0,0.00376923076923,0.00376923076923,200000.0,0.0,0.0,0.9,0.405,72.0,205.8,205.8,12.6388888889,12.6388888889,0.0,,,,,,
45,910.0,Nuclear,BUGEY 3,FR,STUR,NUC,0.0,0.405,24.0,24.0,0.00376923076923,0.00376923076923,200000.0,0.0,0.0,0.9,0.405,72.0,205.8,205.8,12.6388888889,12.6388888889,0.0,,,,,,
46,910.0,Nuclear,GRAVELINES 2,FR,STUR,NUC,0.0,0.405,24.0,24.0,0.00376923076923,0.00376923076923,200000.0,0.0,0.0,0.9,0.405,72.0,205.8,205.8,12.6388888889,12.6388888889,0.0,,,,,,
47,910.0,Nuclear,BLAYAIS 1,FR,STUR,NUC,0.0,0.405,24.0,24.0,0.00376923076923,0.00376923076923,200000.0,0.0,0.0,0.9,0.405,72.0,205.8,205.8,12.6388888889,12.6388888889,0.0,,,,,,
48,905.0,Nuclear,CHINON 4,FR,STUR,NUC,0.0,0.405,24.0,24.0,0.00379005524862,0.00379005524862,200000.0,0.0,0.0,0.9,0.405,72.0,205.8,205.8,12.5694444444,12.5694444444,0.0,,,,,,
49,905.0,Nuclear,CHINON 3,FR,STUR,NUC,0.0,0.405,24.0,24.0,0.00379005524862,0.00379005524862,200000.0,0.0,0.0,0.9,0.405,72.0,205.8,205.8,12.5694444444,12.5694444444,0.0,,,,,,
50,905.0,Nuclear,CHINON 2,FR,STUR,NUC,0.0,0.405,24.0,24.0,0.00379005524862,0.00379005524862,200000.0,0.0,0.0,0.9,0.405,72.0,205.8,205.8,12.5694444444,12.5694444444,0.0,,,,,,
51,905.0,Nuclear,CHINON 1,FR,STUR,NUC,0.0,0.405,24.0,24.0,0.00379005524862,0.00379005524862,200000.0,0.0,0.0,0.9,0.405,72.0,205.8,205.8,12.5694444444,12.5694444444,0.0,,,,,,
52,890.0,Nuclear,DAMPIERRE 4,FR,STUR,NUC,0.0,0.405,24.0,24.0,0.00385393258427,0.00385393258427,200000.0,0.0,0.0,0.9,0.405,72.0,205.8,205.8,12.3611111111,12.3611111111,0.0,,,,,,
53,890.0,Nuclear,DAMPIERRE 3,FR,STUR,NUC,0.0,0.405,24.0,24.0,0.00385393258427,0.00385393258427,200000.0,0.0,0.0,0.9,0.405,72.0,205.8,205.8,12.3611111111,12.3611111111,0.0,,,,,,
54,890.0,Nuclear,DAMPIERRE 1,FR,STUR,NUC,0.0,0.405,24.0,24.0,0.00385393258427,0.00385393258427,200000.0,0.0,0.0,0.9,0.405,72.0,205.8,205.8,12.3611111111,12.3611111111,0.0,,,,,,
55,890.0,Nuclear,DAMPIERRE 2,FR,STUR,NUC,0.0,0.405,24.0,24.0,0.00385393258427,0.00385393258427,200000.0,0.0,0.0,0.9,0.405,72.0,205.8,205.8,12.3611111111,12.3611111111,0.0,,,,,,
56,880.0,Nuclear,BUGEY 5,FR,STUR,NUC,0.0,0.405,24.0,24.0,0.00389772727273,0.00389772727273,200000.0,0.0,0.0,0.9,0.405,72.0,205.8,205.8,12.2222222222,12.2222222222,0.0,,,,,,
57,880.0,Nuclear,FESSENHEIM 2,FR,STUR,NUC,0.0,0.405,24.0,24.0,0.00389772727273,0.00389772727273,200000.0,0.0,0.0,0.9,0.405,72.0,205.8,205.8,12.2222222222,12.2222222222,0.0,,,,,,
58,880.0,Nuclear,FESSENHEIM 1,FR,STUR,NUC,0.0,0.405,24.0,24.0,0.00389772727273,0.00389772727273,200000.0,0.0,0.0,0.9,0.405,72.0,205.8,205.8,12.2222222222,12.2222222222,0.0,,,,,,
59,880.0,Nuclear,BUGEY 4,FR,STUR,NUC,0.0,0.405,24.0,24.0,0.00389772727273,0.00389772727273,200000.0,0.0,0.0,0.9,0.405,72.0,205.8,205.8,12.2222222222,12.2222222222,0.0,,,,,,
60,808.0,Hydro Pumped Storage,REVIN,FR,HPHS,WAT,0.0,0.86,0.0,0.0,0.371287128713,0.371287128713,0.0,0.0,0.0,0.0,0.86,0.3,18000.0,18000.0,2693.33333333,2693.33333333,0.0,,,0.0,0.0,0.0,0.86
61,796.0,Fossil Gas,DK6,FR,COMC,GAS,0.0,0.525,5.0,1.0,0.0140326633166,0.0140326633166,112542.12,0.0,0.0,0.4,0.525,1.0,670.2,670.2,796.0,796.0,0.45,,,,,,
62,742.0,Hydro Pumped Storage,SUPER BISSORTE,FR,HPHS,WAT,0.0,0.86,0.0,0.0,0.404312668464,0.404312668464,0.0,0.0,0.0,0.0,0.86,0.3,18000.0,18000.0,2473.33333333,2473.33333333,0.0,,,0.0,0.0,0.0,0.86
63,685.0,Fossil Oil,CORDEMAIS 3,FR,STUR,OIL,0.0,0.41,8.0,6.0,0.00729927007299,0.00729927007299,35280.965,0.0,0.0,0.3,0.41,7.0,300.0,300.0,97.8571428571,97.8571428571,0.79,,,,,,
64,685.0,Fossil Oil,ARAMON 1,FR,STUR,OIL,0.0,0.41,8.0,6.0,0.00729927007299,0.00729927007299,35280.965,0.0,0.0,0.3,0.41,7.0,300.0,300.0,97.8571428571,97.8571428571,0.79,,,,,,
65,685.0,Fossil Oil,ARAMON 2,FR,STUR,OIL,0.0,0.41,8.0,6.0,0.00729927007299,0.00729927007299,35280.965,0.0,0.0,0.3,0.41,7.0,300.0,300.0,97.8571428571,97.8571428571,0.79,,,,,,
66,685.0,Fossil Oil,CORDEMAIS 2,FR,STUR,OIL,0.0,0.41,8.0,6.0,0.00729927007299,0.00729927007299,35280.965,0.0,0.0,0.3,0.41,7.0,300.0,300.0,97.8571428571,97.8571428571,0.79,,,,,,
67,595.0,Fossil Hard coal,EMILE HUCHET 6,FR,STUR,HRD,0.0,0.395,8.0,6.0,0.00840336134454,0.00840336134454,117242.17,0.0,0.0,0.3,0.395,7.0,300.0,300.0,85.0,85.0,0.95,,,,,,
68,595.0,Fossil Hard coal,PROVENCE 5,FR,STUR,HRD,0.0,0.395,8.0,6.0,0.00840336134454,0.00840336134454,117242.17,0.0,0.0,0.3,0.395,7.0,300.0,300.0,85.0,85.0,0.95,,,,,,
69,585.0,Fossil Oil,PORCHEVILLE 2,FR,STUR,OIL,0.0,0.41,8.0,6.0,0.00854700854701,0.00854700854701,35280.965,0.0,0.0,0.3,0.41,7.0,300.0,300.0,83.5714285714,83.5714285714,0.79,,,,,,
70,585.0,Fossil Oil,PORCHEVILLE 1,FR,STUR,OIL,0.0,0.41,8.0,6.0,0.00854700854701,0.00854700854701,35280.965,0.0,0.0,0.3,0.41,7.0,300.0,300.0,83.5714285714,83.5714285714,0.79,,,,,,
71,585.0,Fossil Oil,PORCHEVILLE 4,FR,STUR,OIL,0.0,0.41,8.0,6.0,0.00854700854701,0.00854700854701,35280.965,0.0,0.0,0.3,0.41,7.0,300.0,300.0,83.5714285714,83.5714285714,0.79,,,,,,
72,580.0,Fossil Hard coal,HAVRE 4,FR,STUR,HRD,0.0,0.395,8.0,6.0,0.00862068965517,0.00862068965517,117242.17,0.0,0.0,0.3,0.395,7.0,300.0,300.0,82.8571428571,82.8571428571,0.95,,,,,,
73,580.0,Fossil Hard coal,CORDEMAIS 5,FR,STUR,HRD,0.0,0.395,8.0,6.0,0.00862068965517,0.00862068965517,117242.17,0.0,0.0,0.3,0.395,7.0,300.0,300.0,82.8571428571,82.8571428571,0.95,,,,,,
74,580.0,Fossil Hard coal,CORDEMAIS 4,FR,STUR,HRD,0.0,0.395,8.0,6.0,0.00862068965517,0.00862068965517,117242.17,0.0,0.0,0.3,0.395,7.0,300.0,300.0,82.8571428571,82.8571428571,0.95,,,,,,
75,546.0,Hydro Water Reservoir,BATHIE,FR,HDAM,WAT,0.0,0.85,0.0,0.0,0.164835164835,0.164835164835,0.0,0.0,0.0,0.0,0.85,0.3,5400.0,5400.0,1820.0,1820.0,0.0,,,0.0,0.0,0.0,0.86
76,535.0,Fossil Oil,PORCHEVILLE 3,FR,STUR,OIL,0.0,0.41,8.0,6.0,0.00934579439252,0.00934579439252,35280.965,0.0,0.0,0.3,0.41,7.0,300.0,300.0,76.4285714286,76.4285714286,0.79,,,,,,
77,485.0,Hydro Pumped Storage,CHEYLAS,FR,HPHS,WAT,0.0,0.86,0.0,0.0,0.618556701031,0.618556701031,0.0,0.0,0.0,0.0,0.86,0.3,18000.0,18000.0,1616.66666667,1616.66666667,0.0,,,0.0,0.0,0.0,0.86
78,465.0,Fossil Gas,MARTIGUES PONTEAU 5,FR,COMC,GAS,0.0,0.525,5.0,1.0,0.0240215053763,0.0240215053763,112542.12,0.0,0.0,0.4,0.525,1.0,670.2,670.2,465.0,465.0,0.45,,,,,,
