PowerCapacity,Unit,Zone,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost,NoLoadCost,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,RampUpMax,CO2Intensity,CHPType,CHPPowerToHeat,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency
1690,GRAND MAISON,FR,HPHS,WAT,0.86,0,0,0.1775147929,0.1775147929,0,0,0,0,0.86,0.3,18000,0,,,62530,0,1690,0.86
1500,CHOOZ 1,FR,STUR,NUC,0.405,24,24,0.0022866667,0.0022866667,200000,0,0,0.9,0.405,72,205.8,0,,,,,,
1500,CHOOZ 2,FR,STUR,NUC,0.405,24,24,0.0022866667,0.0022866667,200000,0,0,0.9,0.405,72,205.8,0,,,,,,
1495,CIVAUX 2,FR,STUR,NUC,0.405,24,24,0.0022943144,0.0022943144,200000,0,0,0.9,0.405,72,205.8,0,,,,,,
1495,CIVAUX 1,FR,STUR,NUC,0.405,24,24,0.0022943144,0.0022943144,200000,0,0,0.9,0.405,72,205.8,0,,,,,,
1335,ST ALBAN 2,FR,STUR,NUC,0.405,24,24,0.0025692884,0.0025692884,200000,0,0,0.9,0.405,72,205.8,0,,,,,,
1335,ST ALBAN 1,FR,STUR,NUC,0.405,24,24,0.0025692884,0.0025692884,200000,0,0,0.9,0.405,72,205.8,0,,,,,,
1330,PENLY 2,FR,STUR,NUC,0.405,24,24,0.0025789474,0.0025789474,200000,0,0,0.9,0.405,72,205.8,0,,,,,,
1330,PENLY 1,FR,STUR,NUC,0.405,24,24,0.0025789474,0.0025789474,200000,0,0,0.9,0.405,72,205.8,0,,,,,,
1330,FLAMANVILLE 2,FR,STUR,NUC,0.405,24,24,0.0025789474,0.0025789474,200000,0,0,0.9,0.405,72,205.8,0,,,,,,
1330,PALUEL 1,FR,STUR,NUC,0.405,24,24,0.0025789474,0.0025789474,200000,0,0,0.9,0.405,72,205.8,0,,,,,,
1330,FLAMANVILLE 1,FR,STUR,NUC,0.405,24,24,0.0025789474,0.0025789474,200000,0,0,0.9,0.405,72,205.8,0,,,,,,
1330,PALUEL 4,FR,STUR,NUC,0.405,24,24,0.0025789474,0.0025789474,200000,0,0,0.9,0.405,72,205.8,0,,,,,,
1330,PALUEL 2,FR,STUR,NUC,0.405,24,24,0.0025789474,0.0025789474,200000,0,0,0.9,0.405,72,205.8,0,,,,,,
1330,PALUEL 3,FR,STUR,NUC,0.405,24,24,0.0025789474,0.0025789474,200000,0,0,0.9,0.405,72,205.8,0,,,,,,
1310,GOLFECH 1,FR,STUR,NUC,0.405,24,24,0.0026183206,0.0026183206,200000,0,0,0.9,0.405,72,205.8,0,,,,,,
1310,BELLEVILLE 1,FR,STUR,NUC,0.405,24,24,0.0026183206,0.0026183206,200000,0,0,0.9,0.405,72,205.8,0,,,,,,
1310,NOGENT 1,FR,STUR,NUC,0.405,24,24,0.0026183206,0.0026183206,200000,0,0,0.9,0.405,72,205.8,0,,,,,,
1310,BELLEVILLE 2,FR,STUR,NUC,0.405,24,24,0.0026183206,0.0026183206,200000,0,0,0.9,0.405,72,205.8,0,,,,,,
1310,NOGENT 2,FR,STUR,NUC,0.405,24,24,0.0026183206,0.0026183206,200000,0,0,0.9,0.405,72,205.8,0,,,,,,
1310,GOLFECH 2,FR,STUR,NUC,0.405,24,24,0.0026183206,0.0026183206,200000,0,0,0.9,0.405,72,205.8,0,,,,,,
1300,CATTENOM 1,FR,STUR,NUC,0.405,24,24,0.0026384615,0.0026384615,200000,0,0,0.9,0.405,72,205.8,0,,,,,,
1300,CATTENOM 2,FR,STUR,NUC,0.405,24,24,0.0026384615,0.0026384615,200000,0,0,0.9,0.405,72,205.8,0,,,,,,
1300,CATTENOM 4,FR,STUR,NUC,0.405,24,24,0.0026384615,0.0026384615,200000,0,0,0.9,0.405,72,205.8,0,,,,,,
1300,CATTENOM 3,FR,STUR,NUC,0.405,24,24,0.0026384615,0.0026384615,200000,0,0,0.9,0.405,72,205.8,0,,,,,,
915,TRICASTIN 1,FR,STUR,NUC,0.405,24,24,0.0037486339,0.0037486339,200000,0,0,0.9,0.405,72,205.8,0,,,,,,
915,TRICASTIN 2,FR,STUR,NUC,0.405,24,24,0.0037486339,0.0037486339,200000,0,0,0.9,0.405,72,205.8,0,,,,,,
915,ST LAURENT 2,FR,STUR,NUC,0.405,24,24,0.0037486339,0.0037486339,200000,0,0,0.9,0.405,72,205.8,0,,,,,,
915,CRUAS 2,FR,STUR,NUC,0.405,24,24,0.0037486339,0.0037486339,200000,0,0,0.9,0.405,72,205.8,0,,,,,,
915,CRUAS 1,FR,STUR,NUC,0.405,24,24,0.0037486339,0.0037486339,200000,0,0,0.9,0.405,72,205.8,0,,,,,,
915,CRUAS 3,FR,STUR,NUC,0.405,24,24,0.0037486339,0.0037486339,200000,0,0,0.9,0.405,72,205.8,0,,,,,,
915,ST LAURENT 1,FR,STUR,NUC,0.405,24,24,0.0037486339,0.0037486339,200000,0,0,0.9,0.405,72,205.8,0,,,,,,
915,TRICASTIN 4,FR,STUR,NUC,0.405,24,24,0.0037486339,0.0037486339,200000,0,0,0.9,0.405,72,205.8,0,,,,,,
915,CRUAS 4,FR,STUR,NUC,0.405,24,24,0.0037486339,0.0037486339,200000,0,0,0.9,0.405,72,205.8,0,,,,,,
915,TRICASTIN 3,FR,STUR,NUC,0.405,24,24,0.0037486339,0.0037486339,200000,0,0,0.9,0.405,72,205.8,0,,,,,,
910,MONTEZIC,FR,HPHS,WAT,0.86,0,0,0.3296703297,0.3296703297,0,0,0,0,0.86,0.3,18000,0,,,33670,0,910,0.86
910,GRAVELINES 6,FR,STUR,NUC,0.405,24,24,0.0037692308,0.0037692308,200000,0,0,0.9,0.405,72,205.8,0,,,,,,
910,GRAVELINES 5,FR,STUR,NUC,0.405,24,24,0.0037692308,0.0037692308,200000,0,0,0.9,0.405,72,205.8,0,,,,,,
910,BLAYAIS 2,FR,STUR,NUC,0.405,24,24,0.0037692308,0.0037692308,200000,0,0,0.9,0.405,72,205.8,0,,,,,,
910,GRAVELINES 4,FR,STUR,NUC,0.405,24,24,0.0037692308,0.0037692308,200000,0,0,0.9,0.405,72,205.8,0,,,,,,
910,BUGEY 2,FR,STUR,NUC,0.405,24,24,0.0037692308,0.0037692308,200000,0,0,0.9,0.405,72,205.8,0,,,,,,
910,BLAYAIS 3,FR,STUR,NUC,0.405,24,24,0.0037692308,0.0037692308,200000,0,0,0.9,0.405,72,205.8,0,,,,,,
910,BLAYAIS 4,FR,STUR,NUC,0.405,24,24,0.0037692308,0.0037692308,200000,0,0,0.9,0.405,72,205.8,0,,,,,,
910,GRAVELINES 3,FR,STUR,NUC,0.405,24,24,0.0037692308,0.0037692308,200000,0,0,0.9,0.405,72,205.8,0,,,,,,
910,GRAVELINES 1,FR,STUR,NUC,0.405,24,24,0.0037692308,0.0037692308,200000,0,0,0.9,0.405,72,205.8,0,,,,,,
910,BUGEY 3,FR,STUR,NUC,0.405,24,24,0.0037692308,0.0037692308,200000,0,0,0.9,0.405,72,205.8,0,,,,,,
910,GRAVELINES 2,FR,STUR,NUC,0.405,24,24,0.0037692308,0.0037692308,200000,0,0,0.9,0.405,72,205.8,0,,,,,,
910,BLAYAIS 1,FR,STUR,NUC,0.405,24,24,0.0037692308,0.0037692308,200000,0,0,0.9,0.405,72,205.8,0,,,,,,
905,CHINON 4,FR,STUR,NUC,0.405,24,24,0.0037900552,0.0037900552,200000,0,0,0.9,0.405,72,205.8,0,,,,,,
905,CHINON 3,FR,STUR,NUC,0.405,24,24,0.0037900552,0.0037900552,200000,0,0,0.9,0.405,72,205.8,0,,,,,,
905,CHINON 2,FR,STUR,NUC,0.405,24,24,0.0037900552,0.0037900552,200000,0,0,0.9,0.405,72,205.8,0,,,,,,
905,CHINON 1,FR,STUR,NUC,0.405,24,24,0.0037900552,0.0037900552,200000,0,0,0.9,0.405,72,205.8,0,,,,,,
890,DAMPIERRE 4,FR,STUR,NUC,0.405,24,24,0.0038539326,0.0038539326,200000,0,0,0.9,0.405,72,205.8,0,,,,,,
890,DAMPIERRE 3,FR,STUR,NUC,0.405,24,24,0.0038539326,0.0038539326,200000,0,0,0.9,0.405,72,205.8,0,,,,,,
890,DAMPIERRE 1,FR,STUR,NUC,0.405,24,24,0.0038539326,0.0038539326,200000,0,0,0.9,0.405,72,205.8,0,,,,,,
890,DAMPIERRE 2,FR,STUR,NUC,0.405,24,24,0.0038539326,0.0038539326,200000,0,0,0.9,0.405,72,205.8,0,,,,,,
880,BUGEY 5,FR,STUR,NUC,0.405,24,24,0.0038977273,0.0038977273,200000,0,0,0.9,0.405,72,205.8,0,,,,,,
880,FESSENHEIM 2,FR,STUR,NUC,0.405,24,24,0.0038977273,0.0038977273,200000,0,0,0.9,0.405,72,205.8,0,,,,,,
880,FESSENHEIM 1,FR,STUR,NUC,0.405,24,24,0.0038977273,0.0038977273,200000,0,0,0.9,0.405,72,205.8,0,,,,,,
880,BUGEY 4,FR,STUR,NUC,0.405,24,24,0.0038977273,0.0038977273,200000,0,0,0.9,0.405,72,205.8,0,,,,,,
808,REVIN,FR,HPHS,WAT,0.86,0,0,0.3712871287,0.3712871287,0,0,0,0,0.86,0.3,18000,0,,,29896,0,808,0.86
796,DK6,FR,COMC,GAS,0.525,5,1,0.0140326633,0.0140326633,112542.12,0,0,0.4,0.525,1,670.2,0.45,,,,,,
742,SUPER BISSORTE,FR,HPHS,WAT,0.86,0,0,0.4043126685,0.4043126685,0,0,0,0,0.86,0.3,18000,0,,,27454,0,742,0.86
685,CORDEMAIS 3,FR,STUR,OIL,0.41,8,6,0.0072992701,0.0072992701,35280.965,0,0,0.3,0.41,7,300,0.79,,,,,,
685,ARAMON 1,FR,STUR,OIL,0.41,8,6,0.0072992701,0.0072992701,35280.965,0,0,0.3,0.41,7,300,0.79,,,,,,
685,ARAMON 2,FR,STUR,OIL,0.41,8,6,0.0072992701,0.0072992701,35280.965,0,0,0.3,0.41,7,300,0.79,,,,,,
685,CORDEMAIS 2,FR,STUR,OIL,0.41,8,6,0.0072992701,0.0072992701,35280.965,0,0,0.3,0.41,7,300,0.79,,,,,,
595,EMILE HUCHET 6,FR,STUR,HRD,0.395,8,6,0.0084033613,0.0084033613,117242.17,0,0,0.3,0.395,7,300,0.95,,,,,,
595,PROVENCE 5,FR,STUR,HRD,0.395,8,6,0.0084033613,0.0084033613,117242.17,0,0,0.3,0.395,7,300,0.95,,,,,,
585,PORCHEVILLE 2,FR,STUR,OIL,0.41,8,6,0.0085470085,0.0085470085,35280.965,0,0,0.3,0.41,7,300,0.79,,,,,,
585,PORCHEVILLE 1,FR,STUR,OIL,0.41,8,6,0.0085470085,0.0085470085,35280.965,0,0,0.3,0.41,7,300,0.79,,,,,,
585,PORCHEVILLE 4,FR,STUR,OIL,0.41,8,6,0.0085470085,0.0085470085,35280.965,0,0,0.3,0.41,7,300,0.79,,,,,,
580,HAVRE 4,FR,STUR,HRD,0.395,8,6,0.0086206897,0.0086206897,117242.17,0,0,0.3,0.395,7,300,0.95,,,,,,
580,CORDEMAIS 5,FR,STUR,HRD,0.395,8,6,0.0086206897,0.0086206897,117242.17,0,0,0.3,0.395,7,300,0.95,,,,,,
580,CORDEMAIS 4,FR,STUR,HRD,0.395,8,6,0.0086206897,0.0086206897,117242.17,0,0,0.3,0.395,7,300,0.95,,,,,,
546,BATHIE,FR,HDAM,WAT,0.85,0,0,0.1648351648,0.1648351648,0,0,0,0,0.85,0.3,5400,0,,,226044,0,0,0.86
535,PORCHEVILLE 3,FR,STUR,OIL,0.41,8,6,0.0093457944,0.0093457944,35280.965,0,0,0.3,0.41,7,300,0.79,,,,,,
485,CHEYLAS,FR,HPHS,WAT,0.86,0,0,0.618556701,0.618556701,0,0,0,0,0.86,0.3,18000,0,,,17945,0,485,0.86
465,MARTIGUES PONTEAU 5,FR,COMC,GAS,0.525,5,1,0.0240215054,0.0240215054,112542.12,0,0,0.4,0.525,1,670.2,0.45,,,,,,
465,MARTIGUES PONTEAU 6,FR,COMC,GAS,0.525,5,1,0.0240215054,0.0240215054,112542.12,0,0,0.4,0.525,1,670.2,0.45,,,,,,
447,POUGET,FR,HDAM,WAT,0.85,0,0,0.2013422819,0.2013422819,0,0,0,0,0.85,0.3,5400,0,,,185058,0,0,0.86
435,SPEM,FR,COMC,GAS,0.525,5,1,0.0256781609,0.0256781609,112542.12,0,0,0.4,0.525,1,670.2,0.45,,,,,,
428,CYCOFOS,FR,COMC,GAS,0.525,5,1,0.0260981308,0.0260981308,112542.12,0,0,0.4,0.525,1,670.2,0.45,,,,,,
427,BLENOD 5,FR,COMC,GAS,0.525,5,1,0.0261592506,0.0261592506,112542.12,0,0,0.4,0.525,1,670.2,0.45,,,,,,
425,COMBIGOLFE,FR,COMC,GAS,0.525,5,1,0.0262823529,0.0262823529,112542.12,0,0,0.4,0.525,1,670.2,0.45,,,,,,
420,GENISSIAT,FR,HROR,WAT,1,0,0,0.5238095238,0.5238095238,0,0,0,0,1,0.3,13200,0,,,,,,
413,EMILE HUCHET 8,FR,COMC,GAS,0.525,5,1,0.0270460048,0.0270460048,112542.12,0,0,0.4,0.525,1,670.2,0.45,,,,,,
413,EMILE HUCHET 7,FR,COMC,GAS,0.525,5,1,0.0270460048,0.0270460048,112542.12,0,0,0.4,0.525,1,670.2,0.45,,,,,,
413,Croix-de-Metz,FR,COMC,GAS,0.525,5,1,0.0270460048,0.0270460048,112542.12,0,0,0.4,0.525,1,670.2,0.45,,,,,,
412,Pont-sur-Sambre,FR,COMC,GAS,0.525,5,1,0.0271116505,0.0271116505,112542.12,0,0,0.4,0.525,1,670.2,0.45,,,,,,
406,BROMMAT,FR,HDAM,WAT,0.85,0,0,0.2216748768,0.2216748768,0,0,0,0,0.85,0.3,5400,0,,,168084,0,0,0.86
401,FR-GA-MORANT1,FR,COMC,GAS,0.525,5,1,0.0278553616,0.0278553616,112542.12,0,0,0.4,0.525,1,670.2,0.45,,,,,,
384,SERRE PONCON,FR,HDAM,WAT,0.85,0,0,0.234375,0.234375,0,0,0,0,0.85,0.3,5400,0,,,158976,0,0,0.86
366,MONTEYNARD,FR,HDAM,WAT,0.85,0,0,0.2459016393,0.2459016393,0,0,0,0,0.85,0.3,5400,0,,,151524,0,0,0.86
360,AIGLE,FR,HDAM,WAT,0.85,0,0,0.25,0.25,0,0,0,0,0.85,0.3,5400,0,,,149040,0,0,0.86
357,VILLARODIN,FR,HDAM,WAT,0.85,0,0,0.2521008403,0.2521008403,0,0,0,0,0.85,0.3,5400,0,,,147798,0,0,0.86
348,DONZERE MONDRAGON,FR,HROR,WAT,1,0,0,0.632183908,0.632183908,0,0,0,0,1,0.3,13200,0,,,,,,
320,COCHE,FR,HPHS,WAT,0.86,0,0,0.9375,0.9375,0,0,0,0,0.86,0.3,18000,0,,,11840,0,320,0.86
297,MALGOVERT,FR,HDAM,WAT,0.85,0,0,0.303030303,0.303030303,0,0,0,0,0.85,0.3,5400,0,,,122958,0,0,0.86
295,MONTELIMAR,FR,HROR,WAT,1,0,0,0.7457627119,0.7457627119,0,0,0,0,1,0.3,13200,0,,,,,,
293,CHASTANG,FR,HROR,WAT,1,0,0,0.7508532423,0.7508532423,0,0,0,0,1,0.3,13200,0,,,,,,
285,VOUGLANS,FR,HDAM,WAT,0.85,0,0,0.3157894737,0.3157894737,0,0,0,0,0.85,0.3,5400,0,,,117990,0,0,0.86
240,RANCE,FR,Other,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
235,BORT,FR,HDAM,WAT,0.85,0,0,0.3829787234,0.3829787234,0,0,0,0,0.85,0.3,5400,0,,,97290,0,0,0.86
214,SISTERON,FR,HDAM,WAT,0.85,0,0,0.4205607477,0.4205607477,0,0,0,0,0.85,0.3,5400,0,,,88596,0,0,0.86
210,VALLABREGUES,FR,HROR,WAT,1,0,0,1.0476190476,1.0476190476,0,0,0,0,1,0.3,13200,0,,,,,,
203,GENNEVILLIERS 1,FR,COMC,GAS,0.525,5,1,0.0550246305,0.0550246305,112542.12,0,0,0.4,0.525,1,670.2,0.45,,,,,,
198,BEAUCHASTEL,FR,HROR,WAT,1,0,0,1.1111111111,1.1111111111,0,0,0,0,1,0.3,13200,0,,,,,,
189,PRAGNERES,FR,HDAM,WAT,0.85,0,0,0.4761904762,0.4761904762,0,0,0,0,0.85,0.3,5400,0,,,78246,0,0,0.86
187,ORAISON,FR,HDAM,WAT,0.85,0,0,0.4812834225,0.4812834225,0,0,0,0,0.85,0.3,5400,0,,,77418,0,0,0.86
185,MONTEREAU 6,FR,STUR,OIL,0.41,8,6,0.027027027,0.027027027,35280.965,0,0,0.3,0.41,7,300,0.79,,,,,,
185,MONTEREAU 5,FR,STUR,OIL,0.41,8,6,0.027027027,0.027027027,35280.965,0,0,0.3,0.41,7,300,0.79,,,,,,
183,SARRANS,FR,HDAM,WAT,0.85,0,0,0.4918032787,0.4918032787,0,0,0,0,0.85,0.3,5400,0,,,75762,0,0,0.86
182,VAIRES 3,FR,STUR,OIL,0.41,8,6,0.0274725275,0.0274725275,35280.965,0,0,0.3,0.41,7,300,0.79,,,,,,
181,VAIRES 1,FR,STUR,OIL,0.41,8,6,0.0276243094,0.0276243094,35280.965,0,0,0.3,0.41,7,300,0.79,,,,,,
180,BOURG les VALENCE,FR,HROR,WAT,1,0,0,1.2222222222,1.2222222222,0,0,0,0,1,0.3,13200,0,,,,,,
179,VAIRES 2,FR,STUR,OIL,0.41,8,6,0.0279329609,0.0279329609,35280.965,0,0,0.3,0.41,7,300,0.79,,,,,,
175,FESSENHEIM,FR,HROR,WAT,1,0,0,1.2571428571,1.2571428571,0,0,0,0,1,0.3,13200,0,,,,,,
168,RHINAU,FR,HROR,WAT,1,0,0,1.3095238095,1.3095238095,0,0,0,0,1,0.3,13200,0,,,,,,
159,SAINT CHAMAS,FR,HDAM,WAT,0.85,0,0,0.5660377358,0.5660377358,0,0,0,0,0.85,0.3,5400,0,,,65826,0,0,0.86
156,MARCKOLSHEIM,FR,HROR,WAT,1,0,0,1.4102564103,1.4102564103,0,0,0,0,1,0.3,13200,0,,,,,,
156,CADEROUSSE,FR,HROR,WAT,1,0,0,1.4102564103,1.4102564103,0,0,0,0,1,0.3,13200,0,,,,,,
156,OTTMARSHEIM,FR,HROR,WAT,1,0,0,1.4102564103,1.4102564103,0,0,0,0,1,0.3,13200,0,,,,,,
154,KEMBS,FR,HROR,WAT,1,0,0,1.4285714286,1.4285714286,0,0,0,0,1,0.3,13200,0,,,,,,
150,MAREGES,FR,HROR,WAT,1,0,0,1.4666666667,1.4666666667,0,0,0,0,1,0.3,13200,0,,,,,,
148,STRASBOURG,FR,HROR,WAT,1,0,0,1.4864864865,1.4864864865,0,0,0,0,1,0.3,13200,0,,,,,,
145,SAUSSAZ,FR,HROR,WAT,1,0,0,1.5172413793,1.5172413793,0,0,0,0,1,0.3,13200,0,,,,,,
141,SAINT ESTEVE,FR,HDAM,WAT,0.85,0,0,0.6382978723,0.6382978723,0,0,0,0,0.85,0.3,5400,0,,,58374,0,0,0.86
141,VOGELGRUN,FR,HROR,WAT,1,0,0,1.5602836879,1.5602836879,0,0,0,0,1,0.3,13200,0,,,,,,
141,GERSTHEIM,FR,HROR,WAT,1,0,0,1.5602836879,1.5602836879,0,0,0,0,1,0.3,13200,0,,,,,,
140,BAIX LOGIS NEUF 1,FR,HROR,WAT,1,0,0,1.5714285714,1.5714285714,0,0,0,0,1,0.3,13200,0,,,,,,
139,CURBANS,FR,HDAM,WAT,0.85,0,0,0.6474820144,0.6474820144,0,0,0,0,0.85,0.3,5400,0,,,57546,0,0,0.86
134,BRENNILIS 3,FR,STUR,OIL,0.41,8,6,0.0373134328,0.0373134328,35280.965,0,0,0.3,0.41,7,300,0.79,,,,,,
132,SAINTE CROIX,FR,HDAM,WAT,0.85,0,0,0.6818181818,0.6818181818,0,0,0,0,0.85,0.3,5400,0,,,54648,0,0,0.86
132,MONTPEZAT,FR,HDAM,WAT,0.85,0,0,0.6818181818,0.6818181818,0,0,0,0,0.85,0.3,5400,0,,,54648,0,0,0.86
130,AMFARD15,FR,COMC,GAS,0.525,5,1,0.0859230769,0.0859230769,112542.12,0,0,0.4,0.525,1,670.2,0.45,,,,,,
130,AMFARD14,FR,COMC,GAS,0.525,5,1,0.0859230769,0.0859230769,112542.12,0,0,0.4,0.525,1,670.2,0.45,,,,,,
129,ARRIGHI 2,FR,STUR,OIL,0.41,8,6,0.0387596899,0.0387596899,35280.965,0,0,0.3,0.41,7,300,0.79,,,,,,
126,AVIGNON,FR,HROR,WAT,1,0,0,1.746031746,1.746031746,0,0,0,0,1,0.3,13200,0,,,,,,
125,ARRIGHI 1,FR,STUR,OIL,0.41,8,6,0.04,0.04,35280.965,0,0,0.3,0.41,7,300,0.79,,,,,,
124,RANDENS,FR,HROR,WAT,1,0,0,1.7741935484,1.7741935484,0,0,0,0,1,0.3,13200,0,,,,,,
123,COMBE D'AVRIEUX,FR,HDAM,WAT,0.85,0,0,0.7317073171,0.7317073171,0,0,0,0,0.85,0.3,5400,0,,,50922,0,0,0.86
122,SAINT-PIERRE,FR,HROR,WAT,1,0,0,1.8032786885,1.8032786885,0,0,0,0,1,0.3,13200,0,,,,,,
119,COUESQUE,FR,HROR,WAT,1,0,0,1.8487394958,1.8487394958,0,0,0,0,1,0.3,13200,0,,,,,,
116,SAINT GUILLERME,FR,HDAM,WAT,0.85,0,0,0.775862069,0.775862069,0,0,0,0,0.85,0.3,5400,0,,,48024,0,0,0.86
116,HERMILLON,FR,HROR,WAT,1,0,0,1.8965517241,1.8965517241,0,0,0,0,1,0.3,13200,0,,,,,,
109,PIED DE BORNE,FR,HDAM,WAT,0.85,0,0,0.8256880734,0.8256880734,0,0,0,0,0.85,0.3,5400,0,,,45126,0,0,0.86
107,ST ETIENNE CANTALES,FR,HDAM,WAT,0.85,0,0,0.8411214953,0.8411214953,0,0,0,0,0.85,0.3,5400,0,,,44298,0,0,0.86
104,PASSY,FR,HROR,WAT,1,0,0,2.1153846154,2.1153846154,0,0,0,0,1,0.3,13200,0,,,,,,
104,ASTON,FR,HROR,WAT,1,0,0,2.1153846154,2.1153846154,0,0,0,0,1,0.3,13200,0,,,,,,
101,SAINT PIERRE COGNET,FR,HROR,WAT,1,0,0,2.1782178218,2.1782178218,0,0,0,0,1,0.3,13200,0,,,,,,
85,DIRINON 2,FR,STUR,OIL,0.41,8,6,0.0588235294,0.0588235294,35280.965,0,0,0.3,0.41,7,300,0.79,,,,,,
85,BRENNILIS 2,FR,STUR,OIL,0.41,8,6,0.0588235294,0.0588235294,35280.965,0,0,0.3,0.41,7,300,0.79,,,,,,
85,BRENNILIS 1,FR,STUR,OIL,0.41,8,6,0.0588235294,0.0588235294,35280.965,0,0,0.3,0.41,7,300,0.79,,,,,,
85,DIRINON 1,FR,STUR,OIL,0.41,8,6,0.0588235294,0.0588235294,35280.965,0,0,0.3,0.41,7,300,0.79,,,,,,
62,CYCOFOS TV2,FR,Other,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
45,SPEM Pointe,FR,COMC,GAS,0.525,5,1,0.2482222222,0.2482222222,112542.12,0,0,0.4,0.525,1,670.2,0.45,,,,,,
5292,DispaSET PHOT_FR,FR,PHOT,SUN,1,0,0,0.1700680272,0.1700680272,0,0,0,0,1,0,54000,0,,,,,,
10358,DispaSET WindOn_FR,FR,WTON,WIN,1,0,0,0.0130334041,0.0130334041,0,0,0,0,1,0,8100,0,,,,,,
119.4,DispaSET FossilGas_FR,FR,COMC,GAS,0.525,5,1,0.0935510888,0.0935510888,112542.12,0,0,0.4,0.525,1,670.2,0.45,,,,,,
5636,DispaSET HydroRiver_FR,FR,HROR,WAT,1,0,0,0.0390347764,0.0390347764,0,0,0,0,1,0.3,13200,0,,,,,,
2590,DispaSET HydroRes_FR,FR,HDAM,WAT,0.85,0,0,0.0347490347,0.0347490347,0,0,0,0,0.85,0.3,5400,0,,,1072260,0,0,0.86
